"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12"
"1" 0.113291619963334 0.0505115404107664 0.0353714277972596 0.0252086383004147 0.0205463588915095 0.0178240902898343 0.01605760673018 0.0146096216314485 0.0134968579939232 0.0125851040879066 0.0119132652045239 0.0113126602201041
"2" 0.113353838807658 0.0506834727300408 0.0355500481531528 0.0253357330077601 0.0206558676590006 0.0179111996257218 0.0161204717369677 0.0146761408488355 0.0135784478756096 0.0126354818033756 0.0119824501657742 0.0113830116907693
"3" 0.113679676186453 0.0527372408837545 0.0381516920673329 0.0276310520469948 0.0229839752460222 0.0197053162290663 0.0179124480283555 0.0161320477630978 0.0150017685400498 0.0140303874330736 0.0133556291948793 0.0125515728268282
"4" 0.113575349029236 0.0534993552944704 0.0434654783321414 0.0437728743424952 0.0484329654706632 0.0537856663541378 0.0591453538008217 0.0630189194020959 0.0680946905532592 0.0729080680396665 0.0780747095251565 0.0810932441527546
"5" 0.032041100072016 0.032041100072016 0.032041100072016 0.032041100072016 0.032041100072016 0.032041100072016 0.032041100072016 0.032041100072016 0.032041100072016 0.032041100072016 0.032041100072016 0.032041100072016
"6" 0.11361768776698 0.0506366586394817 0.0356421424068094 0.0253813285781973 0.0207145680196889 0.0178253532950498 0.0161676155448469 0.014706907630774 0.013590569900381 0.0126680899843906 0.0119868026018723 0.0114386046800333
"7" 0.113709623734081 0.0508365696019989 0.0358511441124018 0.0254873076706953 0.020805928440976 0.0179317629780384 0.0162311857456751 0.014795768137809 0.0136666914122664 0.0127285932823123 0.0120431423602886 0.0115038399275835
"8" 0.11397859910134 0.0529423853099648 0.0384503394167593 0.0279447412836125 0.022969093779129 0.0197480752043342 0.0181150278532173 0.0163185607274289 0.0150579610538071 0.0140511148527171 0.0133821893104305 0.0127460715335204
"9" 0.113884856708642 0.0536244579252968 0.0437105623332474 0.0437930494759028 0.0483736067594121 0.0538051118939974 0.058898070214138 0.0630931368850765 0.0683677420158193 0.0726029149468304 0.0781135887410314 0.0815642228548748
"10" 0.0319344295922726 0.0319344295922726 0.0319344295922726 0.0319344295922726 0.0319344295922726 0.0319344295922726 0.0319344295922726 0.0319344295922726 0.0319344295922726 0.0319344295922726 0.0319344295922726 0.0319344295922726
"11" 0.115988569290125 0.0520552953533877 0.0376598444921451 0.0296254584796426 0.0272832625690428 0.0270538487463438 0.0280507609609634 0.0287337254254138 0.0301410768276665 0.0310706377147361 0.0324327112367289 0.0339184413192023
"12" 0.11609863887706 0.0522346369632366 0.0378880440158713 0.0297326865754129 0.0273841355994068 0.0271382424251205 0.0281091464902777 0.0287916245105234 0.0301824227648164 0.031095757929909 0.0324769281501112 0.0339444837982923
"13" 0.116421349177842 0.0543222311222025 0.0405837783243615 0.0320788948180076 0.029463658748514 0.0290563493702814 0.0298465789749004 0.0302122586067955 0.0313588671731513 0.0324867287693291 0.0338493120316524 0.0351185100134079
"14" 0.116231837163332 0.0550378988453179 0.0453714880858141 0.0464006797290272 0.0512490913919776 0.0578052466630601 0.0636179464245933 0.0677735450236053 0.0737003883814159 0.0779472775305032 0.0834131296989376 0.0875182863849752
"15" 0.0311977940149628 0.0311977940149628 0.0311977940149628 0.0311977940149628 0.0311977940149628 0.0311977940149628 0.0311977940149628 0.0311977940149628 0.0311977940149628 0.0311977940149628 0.0311977940149628 0.0311977940149628
"16" 0.117582899399631 0.0530288125257781 0.0390343658212414 0.0321637566909276 0.0309620728789834 0.0317603144212139 0.0337328258024497 0.0351991864007127 0.0374682901244468 0.0386768301906897 0.0408235373900818 0.0427164684453603
"17" 0.117675372939068 0.053209542185104 0.0392210716992216 0.0322796318113131 0.0310149782472497 0.0318255870727212 0.0337875248431998 0.0352438237296388 0.0375134792665247 0.0387055904624516 0.040880424917646 0.0427530480011112
"18" 0.118020422573547 0.0553415494341871 0.0418635809211759 0.0346622721237668 0.0331800212761436 0.0336122780933876 0.035409959256556 0.036862830704892 0.038837259830876 0.0400039743164904 0.0421992244201035 0.0440020197494276
"19" 0.117811473329993 0.05597860249081 0.0465610482514887 0.047978426025167 0.053171061808032 0.0602100364108183 0.0662131130542039 0.0708129351292896 0.0771195050429204 0.0812260195243217 0.0869414846522714 0.0912030323324618
"20" 0.0315946850717165 0.0315946850717165 0.0315946850717165 0.0315946850717165 0.0315946850717165 0.0315946850717165 0.0315946850717165 0.0315946850717165 0.0315946850717165 0.0315946850717165 0.0315946850717165 0.0315946850717165
"21" 0.1 0.5 1 2 3 4 5 6 7 8 9 10
